,id,popularity,release_date,title,vote_average,vote_count
419,239,4.3245,1959-03-19,Some Like It Hot,8.086,3795
420,470044,2.2841,2018-10-19,The Hate U Give,8.085,2203
421,1244492,6.2762,2024-06-28,Look Back,8.084,498
422,795607,2.0234,2021-07-23,Green Snake,8.084,353
423,387,11.8099,1981-09-17,Das Boot,8.084,2449
424,614,2.2608,1957-08-28,Wild Strawberries,8.083,1776
425,12445,16.1175,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,8.081,21730
426,705,1.9447,1950-11-09,All About Eve,8.1,1661
427,406,8.1659,1995-05-31,La Haine,8.082,4451
428,1026227,2.2579,2023-10-26,There's Still Tomorrow,8.08,1497
429,803796,41.2733,2025-06-20,KPop Demon Hunters,8.075,2456
430,20532,1.1057,1954-03-31,Sansho the Bailiff,8.1,415
431,20334,6.1982,1940-01-12,The Shop Around the Corner,8.078,817
432,7345,10.918,2007-12-26,There Will Be Blood,8.1,7264
433,55823,0.5008,1959-10-28,The Great War,8.1,363
434,831827,0.9804,2021-11-24,Far from the Tree,8.1,385
435,610892,1.7218,2019-09-06,Violet Evergarden: Eternity and the Auto Memory Doll,8.1,446
436,1091,9.0327,1982-06-25,The Thing,8.068,7748
437,282848,0.9733,2013-12-25,Doctor Who: The Time of the Doctor,8.065,308
438,21634,1.7592,2009-01-24,Prayers for Bobby,8.065,619
439,2457,1.1382,1945-03-15,Children of Paradise,8.065,447
440,8392,10.653,1988-04-16,My Neighbor Totoro,8.062,8653
441,7347,2.8263,2007-10-05,Elite Squad,8.062,2637
442,832,2.4222,1931-05-11,M,8.1,2419
443,359940,6.8542,2017-12-01,"Three Billboards Outside Ebbing, Missouri",8.1,10731
444,133919,1.1431,1974-09-15,Scenes from a Marriage,8.058,395
445,31439,1.5263,1994-05-18,To Live,8.058,364
446,663558,3.0282,2021-02-06,New Gods: Nezha Reborn,8.056,506
447,11423,7.7246,2003-04-25,Memories of Murder,8.056,4442
448,62,13.0504,1968-04-02,2001: A Space Odyssey,8.1,12381
449,522518,2.6886,2019-05-03,A Dog's Journey,8.055,1599
450,11659,1.4066,2003-06-22,The Best of Youth,8.053,599
451,640344,0.6824,2020-01-17,Me Against You: Mr. S's Vendetta,8.05,471
452,4348,21.0759,2005-09-16,Pride & Prejudice,8.05,8635
453,1955,6.4098,1980-10-09,The Elephant Man,8.049,3845
454,762975,6.3935,2022-07-29,Purple Hearts,8.048,2835
455,518068,2.872,2018-08-01,Along with the Gods: The Last 49 Days,8.048,734
456,532067,2.059,2019-08-30,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,8.047,601
457,1064486,5.0316,2024-10-17,Memoir of a Snail,8.045,739
458,381284,18.9197,2016-12-10,Hidden Figures,8.045,10285
459,42229,1.1635,1977-08-11,A Special Day,8.045,747
460,638507,4.1395,2019-12-03,How to Train Your Dragon: Homecoming,8.044,1085
461,992,2.0079,1924-04-17,Sherlock Jr.,8.0,1137
462,439,3.0957,1960-02-05,La Dolce Vita,8.042,2007
463,334543,14.0806,2016-11-24,Lion,8.041,6884
464,548,4.3354,1950-08-26,Rashomon,8.041,2464
465,11645,3.282,1985-06-01,Ran,8.039,1759
466,397567,3.1265,2017-12-20,Along with the Gods: The Two Worlds,8.0,1167
467,582,3.4096,2006-03-23,The Lives of Others,8.038,4031
468,310569,0.8763,2015-06-04,The Second Mother,8.036,770
469,872585,25.3001,2023-07-19,Oppenheimer,8.033,11432
470,800,4.2239,1950-12-09,The Young and the Damned,8.033,525
471,414419,10.1539,2011-03-27,Kill Bill: The Whole Bloody Affair,8.0,1163
472,120467,12.2665,2014-02-26,The Grand Budapest Hotel,8.032,15823
473,26022,3.124,2010-02-10,My Name Is Khan,8.031,1409
474,437068,2.2286,2017-08-02,A Taxi Driver,8.029,1125
475,106646,16.7443,2013-12-25,The Wolf of Wall Street,8.027,25568
476,555604,3.6163,2022-11-09,Guillermo del Toro's Pinocchio,8.025,3262
477,550776,2.76,2018-09-30,Believe Me: The Abduction of Lisa McVey,8.024,677
478,279,9.1334,1984-09-19,Amadeus,8.023,4663
479,538362,0.4627,2018-09-12,On My Skin,8.02,1881
480,610461,0.2273,2020-02-14,"Veinteañera, divorciada y fantástica",8.0,390
481,9277,14.417,1973-12-25,The Sting,8.018,2886
482,400608,1.6359,2016-06-03,Bo Burnham: Make Happy,8.007,422
483,307,1.3812,1945-10-08,"Rome, Open City",8.0,962
484,938,9.3386,1965-12-18,For a Few Dollars More,8.016,4345
485,147,2.7154,1959-06-03,The 400 Blows,8.0,2296
486,51822,2.2523,2002-11-08,Love Hurts,8.014,355
487,821,2.5024,1961-12-18,Judgment at Nuremberg,8.013,917
488,472454,1.7819,2017-10-27,Ayla: The Daughter of War,8.012,388
489,641,5.2316,2000-10-06,Requiem for a Dream,8.012,10777
490,28178,7.4891,2009-06-08,Hachi: A Dog's Tale,8.008,7071
491,673,24.4161,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.009,22888
492,823754,1.1291,2021-07-22,Bo Burnham: Inside,8.007,583
493,347688,0.7985,2015-07-09,Scooby-Doo! and KISS: Rock and Roll Mystery,8.007,336
494,20530,1.2395,1949-09-13,Late Spring,8.006,464
495,14696,1.0763,1953-03-26,Ugetsu,8.006,630
496,204,2.042,1953-04-22,The Wages of Fear,8.006,1056
497,359724,9.5173,2019-11-13,Ford v Ferrari,8.005,8791
498,521,5.1903,1954-05-29,Dial M for Murder,8.0,2805
499,43949,17.4957,2010-08-06,Flipped,8.001,3267
500,43949,17.4957,2010-08-06,Flipped,8.001,3267
501,14,19.3784,1999-09-15,American Beauty,8.001,12848
502,400928,5.2997,2017-04-07,Gifted,7.999,5862
503,55960,1.009,1956-08-23,"Toto, Peppino, and the Hussy",7.999,370
504,140420,6.4284,2012-11-02,Paperman,7.998,1778
505,264644,12.1406,2015-10-16,Room,7.997,9584
506,20453,5.5902,2009-12-23,3 Idiots,7.997,2646
507,526702,2.4745,2020-11-27,Black Beauty,7.996,351
508,947,4.7914,1962-12-11,Lawrence of Arabia,7.994,3350
509,595,4.3163,1962-12-20,To Kill a Mockingbird,7.994,2810
510,698687,11.303,2024-09-11,Transformers One,7.992,1526
511,515001,6.9688,2019-10-18,Jojo Rabbit,7.992,10235
512,524,21.104,1995-11-22,Casino,7.991,6405
513,8422,1.2869,1960-10-07,Rocco and His Brothers,7.99,648
514,785534,1.0063,2021-03-12,Paper Lives,7.989,407
515,678580,0.7218,2021-07-15,El mesero,7.989,356
516,339877,1.6941,2017-06-22,Loving Vincent,7.989,2572
517,3175,20.5963,1975-12-18,Barry Lyndon,7.989,3107
518,19426,1.1056,1957-10-03,Nights of Cabiria,8.0,845
519,530915,8.2014,2019-12-25,1917,7.987,13330
520,13223,13.521,2008-12-12,Gran Torino,7.987,11381
521,530915,8.2014,2019-12-25,1917,7.987,13330
522,2517,1.7045,2004-08-07,Nobody Knows,7.984,619
523,11658,1.436,2004-02-05,Tae Guk Gi: The Brotherhood of War,7.983,754
524,780,1.6299,1928-04-21,The Passion of Joan of Arc,7.985,1067
525,455661,0.3816,2017-06-01,In a Heartbeat,7.982,1015
526,19542,1.7282,1948-09-06,The Red Shoes,7.985,730
527,568160,4.6133,2019-07-19,Weathering with You,8.0,2566
528,449176,14.1797,2018-02-16,"Love, Simon",7.981,6210
529,11778,7.4912,1978-12-08,The Deer Hunter,7.979,4157
530,15,14.6449,1941-04-17,Citizen Kane,7.979,5950
531,429210,0.7885,2017-08-24,Bingo: The King of the Mornings,7.978,407
532,962,1.4674,1925-07-13,The Gold Rush,8.0,1785
533,25376,2.7241,2009-08-13,The Secret in Their Eyes,7.977,2793
534,640,10.3582,2002-12-16,Catch Me If You Can,7.977,16816
535,1059,2.2794,1958-12-28,The Hidden Fortress,7.976,681
536,906126,6.6913,2023-12-15,Society of the Snow,7.976,3431
537,337404,27.3671,2021-05-26,Cruella,7.974,9929
538,838240,5.931,2023-12-06,Robot Dreams,7.974,760
539,76,10.2455,1995-01-27,Before Sunrise,7.971,4574
540,10515,6.3435,1986-08-02,Castle in the Sky,7.972,4595
541,862,27.926,1995-11-22,Toy Story,7.971,19606
542,24,18.4172,2003-10-10,Kill Bill: Vol. 1,7.971,18634
543,329,12.8343,1993-06-11,Jurassic Park,7.966,17582
544,38286,0.7551,1997-12-27,Three Men and a Leg,7.965,2146
545,213,5.9598,1959-08-06,North by Northwest,7.966,4439
546,11104,7.8548,1994-07-14,Chungking Express,7.964,2126
547,895,1.8693,1966-12-16,Andrei Rublev,7.964,924
548,424694,13.0413,2018-10-24,Bohemian Rhapsody,7.961,17579
549,678512,7.0664,2023-07-03,Sound of Freedom,7.96,2695
550,14160,16.1139,2009-05-28,Up,7.96,21388
551,627,15.2364,1996-02-23,Trainspotting,8.0,10246
552,11712,1.4934,1962-01-01,Sanjuro,7.958,704
553,24428,53.73,2012-04-25,The Avengers,7.957,36246
554,3090,6.3155,1948-01-15,The Treasure of the Sierra Madre,8.0,1311
555,1396,2.3698,1975-03-07,Mirror,8.0,1068
556,12761,2.4344,1978-10-08,Autumn Sonata,8.0,683
557,7508,3.6342,2007-12-21,Like Stars on Earth,7.956,1296
558,679,17.3646,1986-07-18,Aliens,7.956,10639
559,28422,2.1319,2008-11-29,Love Exposure,7.955,506
560,28422,2.1319,2008-11-29,Love Exposure,7.955,506
561,574074,1.1349,2019-01-18,Kitbull,7.954,393
562,70,6.6533,2004-12-05,Million Dollar Baby,7.954,10197
563,10386,5.5278,1999-08-06,The Iron Giant,8.0,6052
564,37797,6.8504,1995-07-15,Whisper of the Heart,7.949,2225
565,30017,1.1539,1990-05-09,Close-Up,7.949,441
566,48035,0.8678,1955-01-09,Ordet,7.948,403
567,745,10.9844,1999-08-06,The Sixth Sense,7.948,12620
568,6977,9.2568,2007-11-09,No Country for Old Men,7.947,13039
569,81,5.0969,1984-03-11,Nausicaä of the Valley of the Wind,7.946,3987
570,237791,0.9799,2014-04-10,The Way He Looks,7.942,975
571,12104,6.2071,1982-07-14,Pink Floyd: The Wall,7.942,1611
572,197,12.0899,1995-05-24,Braveheart,7.941,10909
573,149,10.1086,1988-06-10,Akira,7.94,4658
574,78,23.619,1982-06-25,Blade Runner,7.94,14745
575,29264,1.5155,1962-05-16,The Exterminating Angel,7.939,717
576,726684,3.1475,2021-05-15,Miraculous World: Shanghai - The Legend of Ladydragon,7.938,680
577,28978,1.5581,1928-01-06,The Circus,7.938,873
578,242828,3.1549,2014-07-19,When Marnie Was There,7.937,1923
579,41050,8.6915,1961-01-24,La Notte,7.937,725
580,15244,0.9845,1956-11-11,A Man Escaped,7.937,602
581,930094,7.1741,2023-07-27,"Red, White & Royal Blue",7.936,1509
582,25538,2.8154,2000-09-20,Yi Yi,7.9,651
583,962232,1.4525,2022-10-26,Beyond the Universe,7.934,342
584,1580,2.7004,1948-02-01,Rope,7.934,2954
585,76203,6.4953,2013-10-18,12 Years a Slave,7.933,11850
586,634649,24.5109,2021-12-15,Spider-Man: No Way Home,7.932,21628
587,1087192,23.0041,2025-06-06,How to Train Your Dragon,7.931,2642
588,1000492,1.5326,2023-03-29,All Your Faces,7.936,668
589,6715,1.5156,1995-04-21,The Cure,7.93,348
590,234,1.6259,1920-02-27,The Cabinet of Dr. Caligari,7.9,1734
591,5925,6.9167,1963-07-03,The Great Escape,7.928,2781
592,949,22.8291,1995-12-15,Heat,7.928,8131
593,489412,0.8888,2012-08-24,It's Such a Beautiful Day,7.9,364
594,180147,1.1415,2013-03-28,We Are the Nobles,7.927,528
595,1050035,5.8899,2023-06-02,Monster,7.926,834
596,315465,5.3325,2015-07-11,The Boy and the Beast,7.926,1576
597,1084736,8.0057,2024-06-28,The Count of Monte Cristo,7.925,1956
598,160885,0.2796,1999-05-12,Tel chi el telùn,7.925,335
599,9323,7.0191,1995-11-18,Ghost in the Shell,7.925,3780
600,447365,15.2211,2023-05-03,Guardians of the Galaxy Vol. 3,7.924,8063
601,13398,2.0393,2003-12-05,Tokyo Godfathers,7.922,1475
602,1646,6.6293,2007-01-05,Freedom Writers,7.9,2378
603,85,13.2583,1981-06-12,Raiders of the Lost Ark,7.921,13429
604,142061,2.0635,2013-01-03,"Batman: The Dark Knight Returns, Part 2",7.921,1575
605,296096,13.822,2016-06-01,Me Before You,7.92,13085
606,10404,1.7762,1991-12-18,Raise the Red Lantern,7.92,783
607,8290,3.0074,1966-12-08,Don't Look Now... We're Being Shot At!,7.923,1444
608,961,2.0533,1926-12-25,The General,7.919,1382
609,152532,4.3974,2013-11-01,Dallas Buyers Club,7.919,8941
610,38360,1.3839,1957-10-12,The Cranes Are Flying,7.918,441
611,23282,1.529,1920-08-29,One Week,7.918,312
612,3777,2.1556,1957-01-15,Throne of Blood,7.918,959
613,18438,1.5551,2009-05-14,Castaway on the Moon,7.917,726
614,11010,1.4152,1994-09-22,The Postman,7.917,1199
615,770,7.609,1939-12-15,Gone with the Wind,7.917,4316
616,194,12.4402,2001-04-25,Amélie,7.916,12245
617,9764,1.974,1975-08-02,Dersu Uzala,7.914,607
618,378108,1.484,2016-11-12,In This Corner of the World,7.911,612
619,150540,15.9206,2015-06-17,Inside Out,7.91,23215
620,10997,2.8927,1993-01-01,Farewell My Concubine,7.91,663
621,829,14.2086,1974-06-20,Chinatown,7.91,4181
622,405,1.1319,1954-09-23,La Strada,7.91,1151
623,51482,5.4395,2007-08-31,Death Note Relight 1: Visions of a God,7.907,377
624,21334,1.6702,1997-08-01,Children of Heaven,7.907,700
625,122906,12.0048,2013-09-04,About Time,7.907,9112
626,20722,0.7101,2008-06-10,La Maison en Petits Cubes,7.906,456
627,110,2.9257,1994-05-12,Three Colors: Red,7.906,1524
628,118340,10.532,2014-07-30,Guardians of the Galaxy,7.905,29392
629,1578,14.2749,1980-11-14,Raging Bull,7.9,4675
630,10728,0.8274,1926-10-13,Faust,7.9,384
631,1892,9.1683,1983-05-25,Return of the Jedi,7.904,16694
632,775,2.1149,1902-06-15,A Trip to the Moon,7.904,1954
633,33,14.573,1992-08-07,Unforgiven,7.904,4844
634,28971,2.2904,1952-10-16,Limelight,7.903,580
635,1092,5.5049,1949-08-31,The Third Man,7.903,2054
636,597,30.1884,1997-12-18,Titanic,7.903,26851
637,503314,1.1618,2018-12-14,Dragon Ball Super: Broly,7.901,3076
638,10242,4.5456,1962-10-31,What Ever Happened to Baby Jane?,7.902,1136
639,827,1.2281,1955-01-29,Diabolique,7.9,1072
640,10674,17.679,1998-06-18,Mulan,7.901,10294
641,60243,2.0823,2011-02-15,A Separation,7.9,1926
642,29455,1.5029,1963-02-11,Winter Light,7.9,492
643,15383,1.6599,1969-09-10,Army of Shadows,7.9,730
644,313369,13.9522,2016-12-01,La La Land,7.899,17889
645,14836,22.4621,2009-02-05,Coraline,7.899,8804
646,1162,1.12,1962-05-23,The Miracle Worker,7.899,332
647,671,22.059,2001-11-16,Harry Potter and the Philosopher's Stone,7.898,29221
648,776503,7.7174,2021-08-13,CODA,7.898,2509
649,752,13.9,2006-02-23,V for Vendetta,7.898,15370
650,530254,6.3208,2018-06-27,The Witch: Part 1. The Subversion,7.9,708
651,360814,3.5886,2016-12-21,Dangal,7.896,1118
652,1000837,9.2003,2024-09-19,I'm Still Here,7.894,1004
653,223,4.746,1940-03-23,Rebecca,7.894,1936
654,404378,5.9853,2016-11-04,A Street Cat Named Bob,7.893,1530
655,740937,5.3067,2022-10-12,Simone: Woman of the Century,7.903,378
656,94047,1.668,2011-12-21,My Way,7.892,438
657,49964,1.4699,1987-07-01,Where Is The Friend's House?,7.892,422
658,920394,0.6231,2022-01-21,My Father's Violin,7.9,338
659,916224,6.9093,2022-11-11,Suzume,7.891,1670
660,554596,2.432,2019-03-15,"No manches, Frida 2: paraíso destruido",7.89,935
661,7984,2.4305,1993-12-27,In the Name of the Father,7.89,1916
662,804,11.5771,1953-08-26,Roman Holiday,7.89,2216
663,334533,3.0684,2016-07-08,Captain Fantastic,7.889,6745
664,210577,19.5768,2014-10-01,Gone Girl,7.889,19704
665,11036,27.6392,2004-06-25,The Notebook,7.889,12362
666,615457,13.2933,2021-03-18,Nobody,7.887,8086
667,615453,9.4817,2019-07-26,Ne Zha,7.889,812
668,573164,1.2232,2021-08-12,An Egg Rescue,7.9,415
669,488623,3.5981,2017-11-29,Forgotten,7.886,1292
670,426618,0.9679,2018-09-14,Where Hands Touch,7.9,531
671,1402,11.2344,2006-12-14,The Pursuit of Happyness,7.886,10439
672,52629,6.3057,2010-09-03,El Infierno,7.885,745
673,7857,3.1279,1973-12-18,Amarcord,7.884,1190
674,610150,5.0343,2022-06-11,Dragon Ball Super: Super Hero,7.883,2984
675,354857,2.5648,2015-09-01,Regular Show: The Movie,7.9,414
676,183011,1.8684,2013-07-30,Justice League: The Flashpoint Paradox,7.884,1943
677,20803,3.3632,1973-09-17,Ivan Vasilyevich Changes His Profession,7.884,395
678,2011,2.4802,2007-06-27,Persepolis,7.885,2105
679,17295,1.5239,1966-09-08,The Battle of Algiers,7.882,871
680,662,1.4341,1962-02-16,La Jetée,7.9,974
681,10238,1.9712,1972-12-21,Cries and Whispers,7.88,766
682,665,7.3613,1959-11-18,Ben-Hur,7.879,3052
683,505262,3.286,2018-08-03,My Hero Academia: Two Heroes,7.879,1087
684,158445,3.0837,2013-01-23,Miracle in Cell No. 7,7.9,486
685,833,0.9902,1952-01-20,Umberto D.,7.9,725
686,667520,3.469,2020-06-18,A Whisker Away,7.877,1471
687,20271,1.2647,1961-12-20,Divorce Italian Style,7.877,522
688,582927,1.1082,2019-10-21,I'm No Longer Here,7.876,521
689,491480,6.9353,2019-02-14,The Boy Who Harnessed the Wind,7.876,1829
690,654,5.174,1954-06-22,On the Waterfront,7.875,1732
691,393,12.6501,2004-04-16,Kill Bill: Vol. 2,7.875,14844
692,1607,5.5312,1993-10-01,A Bronx Tale,7.871,2770
693,458302,1.2829,2018-12-12,"Remi, Nobody's Boy",7.87,457
694,24238,3.0477,2009-04-09,Mary and Max,7.87,2206
695,47796,0.5153,1962-09-22,Mamma Roma,7.9,434
696,16237,1.8588,2006-09-15,Teen Titans: Trouble in Tokyo,7.868,446
697,265195,3.5768,2014-08-21,Wild Tales,7.867,3684
698,316029,9.7579,2017-12-20,The Greatest Showman,7.866,9932
699,761898,2.7488,2021-10-30,Sword Art Online the Movie - Progressive - Aria of a Starless Night,7.9,319
700,11293,13.7042,1973-05-09,Paper Moon,7.865,806
701,455714,4.1933,2017-05-03,Bad Genius,7.864,837
702,961323,14.3233,2023-06-23,Nimona,7.861,1326
703,774531,3.9898,2024-05-31,Young Woman and the Sea,7.869,407
704,482321,4.9098,2021-10-14,Ron's Gone Wrong,7.863,1988
705,50759,1.0832,1962-11-18,An Autumn Afternoon,7.9,314
706,3112,2.6303,1955-07-26,The Night of the Hunter,7.9,1787
707,944401,3.4391,2023-09-27,Dogman,7.86,1334
708,369557,4.7329,2016-03-11,Sing Street,7.9,2413
709,698948,14.8282,2022-07-18,Thirteen Lives,7.859,1454
710,1081676,1.8397,2023-09-26,Forgotten Love,7.858,343
711,25364,1.5021,1951-06-29,Ace in the Hole,7.858,728
712,381341,7.7241,2016-02-11,Perfect Strangers,7.857,4588
713,331482,17.142,2019-12-25,Little Women,7.856,6732
714,10191,12.6116,2010-03-18,How to Train Your Dragon,7.856,14148
715,777,0.8713,1937-06-04,Grand Illusion,7.862,762
716,613,6.6437,2004-09-16,Downfall,7.856,4209
717,522212,3.828,2019-12-25,Just Mercy,7.855,2452
718,501929,4.6199,2021-04-22,The Mitchells vs. the Machines,7.854,3257
719,453,9.8569,2001-12-14,A Beautiful Mind,7.854,10897
720,3034,13.9624,1974-12-15,Young Frankenstein,7.853,3351
721,32085,0.9784,1982-10-01,Vincent,7.852,904
722,16,2.4242,2000-09-01,Dancer in the Dark,7.852,1954
723,550205,2.8689,2021-01-15,Wish Dragon,7.85,1444
724,16804,1.8591,2008-09-13,Departures,7.851,904
725,698508,8.8129,2022-01-21,Redeeming Love,7.849,716
726,89,7.0091,1989-05-24,Indiana Jones and the Last Crusade,7.849,10894
727,323272,27.778,2015-08-28,War Room,7.837,572
728,11656,3.6557,1960-02-08,The Virgin Spring,7.848,664
729,275,17.8246,1996-03-08,Fargo,7.848,8916
730,585,27.0477,2001-11-01,"Monsters, Inc.",7.847,19526
731,1214484,1.0991,2024-11-01,Let Go,7.852,359
732,505192,3.1495,2018-06-02,Shoplifters,7.844,2250
733,59440,8.2043,2011-09-09,Warrior,7.846,4919
734,399174,6.8366,2018-03-23,Isle of Dogs,7.844,5303
735,33320,2.5805,2002-09-14,Millennium Actress,7.844,986
736,968,3.9911,1975-09-21,Dog Day Afternoon,7.844,3283
737,235,8.4489,1986-08-08,Stand by Me,7.843,6365
738,581528,4.9152,2019-05-15,"The Gangster, the Cop, the Devil",7.842,1412
739,546554,12.6722,2019-11-27,Knives Out,7.842,13720
740,152601,10.8143,2013-12-18,Her,7.841,15095
741,293299,0.9823,2014-10-25,Feast,7.84,890
742,435129,4.9341,2017-11-17,The Breadwinner,7.838,904
743,23160,3.6476,2001-02-01,Werckmeister Harmonies,7.839,373
744,115,11.1324,1998-03-06,The Big Lebowski,7.839,11979
745,677638,2.0861,2020-06-30,We Bare Bears: The Movie,7.8,838
746,379170,5.5111,2016-01-01,Sherlock: The Abominable Bride,7.836,2320
747,2062,14.1262,2007-06-28,Ratatouille,7.837,18241
748,93,4.2959,1959-07-01,Anatomy of a Murder,7.835,1126
749,438695,10.3173,2021-12-01,Sing 2,7.834,4711
750,266856,5.5056,2014-11-07,The Theory of Everything,7.834,11011
751,31442,1.1186,1962-05-09,Ivan's Childhood,7.834,813
752,406785,1.1556,2016-11-23,Inner Workings,7.833,303
753,33602,1.5836,2010-02-06,Temple Grandin,7.833,534
754,11953,1.8323,1980-04-26,Kagemusha,7.833,718
755,9479,10.0026,1993-10-09,The Nightmare Before Christmas,7.832,10205
756,3083,1.8388,1939-10-19,Mr. Smith Goes to Washington,7.832,1168
757,581,8.7584,1990-03-30,Dances with Wolves,7.833,4599
758,178682,1.7973,2013-06-01,The Wizards Return: Alex vs. Alex,7.831,1068
759,31411,1.1907,1928-09-10,The Cameraman,7.831,422
760,47931,1.438,2010-10-08,Elite Squad: The Enemy Within,7.83,1998
761,16859,8.4063,1989-07-29,Kiki's Delivery Service,7.8,4467
762,24167,2.1806,1960-12-22,Two Women,7.828,564
763,6075,6.9808,1993-11-10,Carlito's Way,7.827,3397
764,391,5.5084,1964-09-12,A Fistful of Dollars,7.826,4615
765,52345,1.256,2003-08-22,Lisbela and the Prisoner,7.826,402
766,5924,15.7442,1973-12-16,Papillon,7.827,2075
767,86000,2.2342,2011-10-20,Always,7.825,306
768,1280,1.9726,2004-10-15,3-Iron,7.825,1240
769,430424,1.1886,2017-10-25,See You Up There,7.827,1344
770,83564,5.1877,2012-02-10,La luna,7.824,833
771,27064,2.132,1985-09-20,Mishima: A Life in Four Chapters,7.824,339
772,2440,3.1738,2000-09-09,Joint Security Area,7.824,801
773,32480,0.8292,1981-12-23,The Marquis of Grillo,7.823,494
774,714888,1.0872,2022-09-29,Argentina 1985,7.82,727
775,445030,1.6918,2017-07-15,"No Game, No Life: Zero",7.82,427
776,22,20.4936,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.82,21931
777,1376434,7.6786,2025-06-05,Predator: Killer of Killers,7.819,1108
778,779047,0.8567,2021-03-03,Us Again,7.8,342
779,554590,4.4628,2019-08-30,Tod@s Caen,7.819,480
780,826,2.7702,1957-10-11,The Bridge on the River Kwai,7.819,2323
781,805,8.562,1968-06-12,Rosemary's Baby,7.819,4288
782,303867,0.5627,2015-01-22,World of Tomorrow,7.818,357
783,263115,11.8322,2017-02-28,Logan,7.8,20178
784,11697,2.1956,1962-04-13,The Man Who Shot Liberty Valance,7.8,1255
