,id,popularity,release_date,title,vote_average,vote_count
2017,2899,4.2412,2002-01-30,Asterix & Obelix: Mission Cleopatra,7.374,3732
2018,851303,1.027,2021-10-13,Waiting for Bojangles,7.372,344
2019,274109,2.0011,2015-12-25,Palm Trees in the Snow,7.372,538
2020,621,20.1123,1978-06-16,Grease,7.373,7587
2021,851303,1.027,2021-10-13,Waiting for Bojangles,7.372,344
2022,274109,2.0011,2015-12-25,Palm Trees in the Snow,7.372,538
2023,14433,1.7215,1964-01-22,Zulu,7.372,556
2024,673595,0.5816,2020-02-29,"Maggie Simpson in ""Playdate with Destiny""",7.371,365
2025,615173,8.2472,2022-06-15,The Witch: Part 2. The Other One,7.371,423
2026,88018,3.6612,1929-08-29,The Skeleton Dance,7.371,317
2027,11661,4.4274,2005-11-09,Joyeux Noel,7.371,913
2028,37799,10.3163,2010-10-01,The Social Network,7.37,12957
2029,17681,1.6927,1999-10-05,Scooby-Doo! and the Witch's Ghost,7.4,471
2030,212167,1.765,2013-11-09,Patema Inverted,7.4,457
2031,1542,2.8763,1999-02-19,Office Space,7.369,3310
2032,425,19.1913,2002-03-14,Ice Age,7.369,14107
2033,877957,1.8706,2022-09-09,Drifting Home,7.368,325
2034,637534,2.0149,2021-08-18,The Stronghold,7.368,1405
2035,615777,14.2617,2022-12-22,Babylon,7.368,3668
2036,533444,3.0415,2019-11-15,Waves,7.4,790
2037,433247,0.8922,2017-02-18,First They Killed My Father,7.368,704
2038,414425,2.3115,2017-11-16,Mudbound,7.368,1287
2039,134350,0.7315,2013-09-14,Why Don't You Play in Hell?,7.368,315
2040,11881,4.5102,1947-06-04,Miracle on 34th Street,7.4,824
2041,80278,4.1768,2012-09-09,The Impossible,7.367,6585
2042,49051,13.1789,2012-12-12,The Hobbit: An Unexpected Journey,7.367,19366
2043,17136,0.8837,1944-10-25,The Woman in the Window,7.367,379
2044,4011,8.528,1988-03-30,Beetlejuice,7.367,8309
2045,10024,2.722,2009-06-26,My Sister's Keeper,7.366,2218
2046,6644,3.2456,1966-12-17,El Dorado,7.366,569
2047,402693,1.7915,2016-11-04,100 Meters,7.365,304
2048,265180,3.6926,2014-09-24,Leviathan,7.365,936
2049,49020,2.0198,2011-03-18,Submarine,7.365,1559
2050,13350,0.9504,1988-10-16,Scooby-Doo and the Ghoul School,7.365,308
2051,1427,5.694,2006-09-13,Perfume: The Story of a Murderer,7.365,4912
2052,595975,0.8792,2019-11-06,La Belle Époque,7.364,1059
2053,484747,2.2126,2018-11-14,Little Tickles,7.364,378
2054,11644,5.8132,1981-07-24,Blow Out,7.363,1629
2055,9462,3.9247,1972-12-30,The Way of the Dragon,7.363,1245
2056,1245,5.2002,1993-11-05,The Remains of the Day,7.363,1463
2057,406385,0.3794,2017-02-02,I Can Quit Whenever I Want 2: Masterclass,7.4,1239
2058,284054,11.8976,2018-02-13,Black Panther,7.362,23235
2059,488,2.4334,1952-01-07,The African Queen,7.362,1031
2060,140,1.3447,2004-03-19,Bad Education,7.362,1039
2061,423108,7.354,2021-05-25,The Conjuring: The Devil Made Me Do It,7.361,6432
2062,307081,7.0347,2015-03-24,Southpaw,7.361,5736
2063,16320,5.5514,2005-09-25,Serenity,7.361,3791
2064,13754,1.4774,2006-10-21,Tekkonkinkreet,7.361,406
2065,13321,1.2385,1944-01-28,Lifeboat,7.361,472
2066,8356,1.5128,1957-07-11,An Affair to Remember,7.361,500
2067,118406,2.1102,2012-07-28,Road to Ninja: Naruto the Movie,7.36,1235
2068,10647,3.037,2000-10-20,Pay It Forward,7.36,1957
2069,527,1.4665,1994-09-02,Once Were Warriors,7.36,476
2070,1156594,21.1144,2025-10-15,Our Fault,7.359,619
2071,876792,3.0194,2022-11-25,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,7.4,422
2072,376867,5.3314,2016-10-21,Moonlight,7.359,7433
2073,318846,8.9247,2015-12-11,The Big Short,7.359,9674
2074,39148,2.598,1996-03-04,Dragon Ball: The Path to Power,7.359,390
2075,7863,1.5569,1996-08-15,Shine,7.359,693
2076,624479,1.4007,2006-11-02,Superman II: The Richard Donner Cut,7.358,372
2077,408647,1.2423,2017-04-04,Teen Titans: The Judas Contract,7.4,752
2078,297270,4.1907,2014-12-12,Tinker Bell and the Legend of the NeverBeast,7.358,1169
2079,9090,2.3609,1995-09-08,"To Wong Foo, Thanks for Everything! Julie Newmar",7.358,747
2080,184,6.106,1997-12-25,Jackie Brown,7.358,6827
2081,1061474,42.2199,2025-07-09,Superman,7.355,4408
2082,38602,1.1629,1980-12-01,Little Lord Fauntleroy,7.357,314
2083,12311,5.5801,1935-11-22,Mutiny on the Bounty,7.357,375
2084,9560,2.1425,1995-05-27,A Walk in the Clouds,7.357,1104
2085,4034,1.0537,1964-02-05,That Man from Rio,7.357,339
2086,116,7.2186,2005-10-26,Match Point,7.357,4307
2087,1151031,11.3052,2025-05-28,Bring Her Back,7.353,1471
2088,399404,7.5788,2017-11-22,Darkest Hour,7.356,5445
2089,377263,9.1235,2016-09-07,Frantz,7.356,726
2090,249164,2.1203,2014-08-21,If I Stay,7.356,4281
2091,191714,1.4989,2013-09-20,The Lunchbox,7.356,789
2092,6949,4.305,1972-03-09,"What's Up, Doc?",7.4,439
2093,2291,2.28,1990-11-02,Jacob's Ladder,7.356,1836
2094,157354,1.0907,2013-07-26,Fruitvale Station,7.355,1397
2095,57361,1.3605,2010-12-22,The Yellow Sea,7.355,558
2096,15255,4.2343,2006-04-11,Undisputed II: Last Man Standing,7.4,892
2097,658,12.2658,1964-09-20,Goldfinger,7.355,3887
2098,297,5.8256,1998-11-12,Meet Joe Black,7.355,5649
2099,88273,1.5976,2012-03-29,A Royal Affair,7.353,930
2100,82690,12.0995,2012-11-01,Wreck-It Ralph,7.354,12928
2101,64847,1.7646,1973-06-30,Belladonna of Sadness,7.4,353
2102,64682,9.1895,2013-05-09,The Great Gatsby,7.354,12823
2103,1223601,35.8397,2025-10-21,Sisu: Road to Revenge,7.353,578
2104,417320,6.7956,2017-07-21,Descendants 2,7.352,1756
2105,4133,10.8794,2001-04-04,Blow,7.352,4536
2106,840,6.185,1977-12-14,Close Encounters of the Third Kind,7.352,4554
2107,940551,24.3209,2023-12-06,Migration,7.351,2195
2108,14447,1.1123,2008-12-26,A Matter of Loaf and Death,7.351,591
2109,10144,12.1617,1989-11-17,The Little Mermaid,7.351,8319
2110,5548,13.7462,1987-07-17,RoboCop,7.351,5607
2111,439584,0.477,2017-11-30,I Can Quit Whenever I Want 3: Ad Honorem,7.35,989
2112,77016,6.7672,2012-09-20,End of Watch,7.35,3535
2113,38528,0.5908,1976-10-29,Horse Fever,7.35,376
2114,15392,23.4877,1986-03-14,Crossroads,7.35,463
2115,2056,4.0565,2003-12-05,The Station Agent,7.35,765
2116,594,23.5844,2004-06-17,The Terminal,7.35,8546
2117,818647,7.1863,2022-02-04,Through My Window,7.349,3316
2118,701387,22.9305,2025-10-23,Bugonia,7.35,1542
2119,451499,1.4932,2017-02-22,School of Life,7.349,302
2120,14283,1.3798,1998-11-13,The Red Violin,7.349,445
2121,13183,16.6336,2009-03-04,Watchmen,7.349,9819
2122,9065,7.3794,1991-06-27,Europa,7.349,351
2123,180,6.4394,2002-06-20,Minority Report,7.349,9433
2124,508570,1.8061,2020-08-21,The One and Only Ivan,7.3,619
2125,985,3.6882,1977-09-28,Eraserhead,7.348,2685
2126,370172,10.4838,2021-09-29,No Time to Die,7.348,6942
2127,302528,0.9499,2015-10-23,Remember,7.347,740
2128,10549,2.0243,1996-12-25,Hamlet,7.347,507
2129,2134,2.0885,1960-05-25,The Time Machine,7.348,892
2130,245913,1.4378,2016-05-06,Pelé: Birth of a Legend,7.349,1138
2131,3089,2.3594,1948-09-17,Red River,7.346,578
2132,2252,5.8329,2007-09-14,Eastern Promises,7.346,3634
2133,4147,5.0917,2002-07-12,Road to Perdition,7.345,3909
2134,3766,4.198,1947-12-24,The Lady from Shanghai,7.3,711
2135,43316,1.089,1955-08-25,All That Heaven Allows,7.344,323
2136,42726,1.4349,1966-05-27,A Man and a Woman,7.344,304
2137,22164,4.5054,2009-02-07,Blood and Bone,7.344,862
2138,14638,1.0131,1946-08-30,The Killers,7.344,429
2139,11710,0.5628,1974-11-01,The Enigma of Kaspar Hauser,7.344,363
2140,205220,7.0748,2013-11-01,Philomena,7.343,1698
2141,140823,2.1469,2013-11-29,Saving Mr. Banks,7.344,3443
2142,44018,1.5791,1985-12-04,Vagabond,7.343,356
2143,21348,2.2133,1998-12-09,Kirikou and the Sorceress,7.3,1150
2144,2757,3.4551,2002-12-06,Adaptation.,7.343,2713
2145,874,1.7752,1966-12-13,A Man for All Seasons,7.343,482
2146,756,11.7587,1940-11-13,Fantasia,7.343,3276
2147,381288,21.1342,2017-01-19,Split,7.342,18155
2148,14534,4.8398,1993-09-17,Rudy,7.339,732
2149,11305,2.2729,1989-09-06,Mystery Train,7.342,494
2150,2786,2.0562,1965-11-05,Pierrot le Fou,7.3,922
2151,619803,4.8818,2022-05-18,The Roundup 2,7.3,409
2152,36998,0.755,1996-05-22,The Eighth Day,7.3,308
2153,16234,1.4879,2000-12-12,Batman Beyond: Return of the Joker,7.341,1178
2154,9589,1.3002,1981-04-02,Christiane F.,7.341,1415
2155,4816,2.1501,1999-10-06,Ghost Dog: The Way of the Samurai,7.339,1362
2156,1830,4.4518,2005-09-16,Lord of War,7.341,5208
2157,377,9.7818,1984-11-09,A Nightmare on Elm Street,7.341,5616
2158,579741,1.3209,2021-07-22,Words Bubble Up Like Soda Pop,7.34,326
2159,573435,12.6569,2024-06-05,Bad Boys: Ride or Die,7.34,3226
2160,169881,5.3722,2013-12-25,The Physician,7.34,1156
2161,3110,10.3173,1953-04-23,Shane,7.34,667
2162,61791,10.0364,2011-08-03,Rise of the Planet of the Apes,7.339,12582
2163,1554,1.2496,1986-09-20,Down by Law,7.339,821
2164,831405,1.1872,2021-10-09,Injustice,7.338,830
2165,522369,2.0647,2019-10-04,Sorry We Missed You,7.338,812
2166,387426,13.9639,2017-06-28,Okja,7.338,4499
2167,33701,1.6147,1979-11-22,French Fried Vacation 2,7.34,1250
2168,19100,1.1612,2006-06-28,Those Happy Days,7.339,1091
2169,17474,1.8744,1991-09-30,The Man in the Moon,7.338,345
2170,12716,1.0505,1990-08-29,My Father's Glory,7.3,327
2171,507089,10.4308,2023-10-25,Five Nights at Freddy's,7.337,4905
2172,459151,4.6001,2021-07-01,The Boss Baby: Family Business,7.337,2664
2173,339380,1.7744,2018-12-25,On the Basis of Sex,7.337,1113
2174,324552,11.4166,2017-02-08,John Wick: Chapter 2,7.337,14029
2175,675445,5.3419,2021-08-09,PAW Patrol: The Movie,7.336,1257
2176,119450,9.9863,2014-07-08,Dawn of the Planet of the Apes,7.3,12071
2177,11589,2.2328,1970-06-22,Kelly's Heroes,7.336,788
2178,2756,7.8396,1989-08-09,The Abyss,7.337,3345
2179,121986,4.8959,2013-05-17,Frances Ha,7.335,1792
2180,121986,4.8959,2013-05-17,Frances Ha,7.335,1792
2181,17581,3.2737,2008-08-02,Naruto Shippuden the Movie: Bonds,7.335,510
2182,10975,4.7399,1991-02-07,Operation Condor,7.335,624
2183,1214931,27.2788,2025-11-06,Nuremberg,7.334,652
2184,638449,1.8308,2021-07-23,The Last Letter from Your Lover,7.334,655
2185,489930,3.8265,2018-07-20,Blindspotting,7.3,715
2186,12140,2.1055,2004-03-06,Ghost in the Shell 2: Innocence,7.3,956
2187,11206,1.6249,1967-10-26,Wait Until Dark,7.334,585
2188,2666,6.5867,1998-02-27,Dark City,7.334,3110
2189,1116,5.1902,2006-06-23,The Wind That Shakes the Barley,7.3,874
2190,615643,2.0956,2021-02-12,Minari,7.333,1808
2191,587792,5.623,2020-07-10,Palm Springs,7.333,3575
2192,416477,1.7692,2017-03-30,The Big Sick,7.333,2594
2193,21484,11.931,1981-05-27,Possession,7.3,1281
2194,16307,3.2641,1973-12-06,The Wicker Man,7.333,1595
2195,14736,1.734,2000-04-21,Love & Basketball,7.333,463
2196,12776,0.6084,1991-10-24,Johnny Stecchino,7.333,1060
2197,11197,1.7387,2003-09-16,Evil,7.3,386
2198,965,0.9239,1942-07-10,The Magnificent Ambersons,7.333,468
2199,818750,2.056,2022-02-11,The In Between,7.332,823
2200,75656,12.5613,2013-05-29,Now You See Me,7.332,16545
2201,260,4.282,1935-06-06,The 39 Steps,7.3,1030
2202,1241983,12.8882,2025-11-05,Train Dreams,7.331,772
2203,132363,3.0331,2013-08-16,The Butler,7.331,2992
2204,122917,24.5519,2014-12-10,The Hobbit: The Battle of the Five Armies,7.331,15137
2205,27275,0.8344,2004-11-12,G.O.R.A.,7.331,361
2206,15003,1.7237,2008-02-07,Chocolate,7.331,546
2207,663260,8.9796,2021-09-08,Black Box,7.33,1407
2208,205587,5.2916,2014-10-08,The Judge,7.33,4364
2209,28118,1.8035,2009-12-25,The Gruffalo,7.33,333
2210,25403,0.7466,1993-11-12,Dear Diary,7.33,503
2211,315635,18.984,2017-07-05,Spider-Man: Homecoming,7.329,22902
2212,100271,1.1845,2012-04-21,A Letter to Momo,7.329,395
2213,26638,0.8022,1964-09-04,Red Desert,7.3,499
2214,18785,22.207,2009-06-02,The Hangover,7.329,17867
2215,17529,3.9885,1969-06-11,True Grit,7.329,840
2216,9385,1.7458,1976-06-26,The Twelve Tasks of Asterix,7.329,1325
2217,7452,1.6846,1989-10-13,"The Cook, the Thief, His Wife & Her Lover",7.329,694
2218,7340,11.9067,1976-11-03,Carrie,7.329,4230
2219,759,1.6323,1953-07-14,Gentlemen Prefer Blondes,7.329,1042
2220,493529,11.1956,2023-03-23,Dungeons & Dragons: Honor Among Thieves,7.328,4414
2221,1151534,17.2532,2023-09-29,Nowhere,7.327,1525
2222,560057,3.6988,2022-06-24,The Sea Beast,7.327,1654
2223,484751,4.7588,2018-11-28,Through the Fire,7.327,715
2224,58857,1.9302,2010-09-25,13 Assassins,7.327,1231
2225,1052,5.2245,1966-12-18,Blow-Up,7.3,1342
2226,88,10.0174,1987-08-21,Dirty Dancing,7.327,6432
2227,425909,12.2388,2021-11-18,Ghostbusters: Afterlife,7.326,5051
2228,239877,1.0056,2013-11-28,The Mafia Kills Only in Summer,7.326,1125
2229,2502,10.8702,2004-07-23,The Bourne Supremacy,7.326,8017
2230,242643,1.5036,2014-08-12,Batman: Assault on Arkham,7.325,1175
2231,37775,0.5761,1981-02-20,"Bianco, rosso e Verdone",7.325,738
2232,36208,0.602,1918-04-14,A Dog's Life,7.325,354
2233,9504,2.5806,1992-09-10,Glengarry Glen Ross,7.325,1558
2234,740441,1.5448,2023-02-17,Unlocked,7.324,386
2235,433498,16.8801,2017-09-07,Papillon,7.324,2097
2236,31522,0.8674,1961-09-06,A Woman Is a Woman,7.3,396
2237,15764,1.9198,1982-12-08,Sophie's Choice,7.324,917
2238,47735,0.8167,1953-02-09,Summer with Monika,7.3,386
2239,1429,1.7665,2002-12-19,25th Hour,7.323,2521
2240,705996,9.2746,2022-06-29,Decision to Leave,7.321,1453
2241,360365,0.8466,2016-05-04,Tini: The New Life of Violetta,7.322,398
2242,112198,1.394,2012-04-25,What's in a Name,7.322,1780
2243,557,28.2239,2002-05-01,Spider-Man,7.322,20351
2244,470,5.6798,2003-09-06,21 Grams,7.322,3331
2245,258893,1.0028,2014-03-11,Scooby-Doo! WrestleMania Mystery,7.3,330
2246,687,2.5115,1995-12-29,Dead Man Walking,7.321,1466
2247,134,3.9625,2000-08-30,"O Brother, Where Art Thou?",7.321,4500
2248,809107,1.3898,2022-07-09,Z-O-M-B-I-E-S 3,7.32,437
2249,508947,15.0224,2022-03-10,Turning Red,7.32,5696
2250,289222,4.5194,2017-03-24,The Zookeeper's Wife,7.32,1555
2251,54138,6.9361,2013-05-05,Star Trek Into Darkness,7.32,9524
2252,25623,1.8592,1977-08-26,House,7.32,765
2253,866,5.3112,2004-10-29,Finding Neverland,7.32,3699
2254,754609,1.1174,2022-07-15,Mrs. Harris Goes to Paris,7.3,489
2255,66125,0.8028,2011-08-04,Red Dog,7.319,421
2256,25793,6.2621,2009-11-06,Precious,7.319,1740
2257,11901,2.3478,1973-04-19,High Plains Drifter,7.319,1304
2258,11673,1.3165,1990-03-28,Cyrano de Bergerac,7.319,816
2259,7445,6.341,2009-12-02,Brothers,7.319,3861
2260,544401,15.626,2021-02-26,Cherry,7.318,1355
2261,30061,1.4654,2010-02-23,Justice League: Crisis on Two Earths,7.318,762
2262,7979,1.6141,2007-12-14,The Kite Runner,7.318,1232
2263,843527,8.6115,2024-05-02,The Idea of You,7.317,1873
2264,801112,12.1438,2023-05-25,Kidnapped,7.317,355
2265,762509,13.5867,2024-12-18,Mufasa: The Lion King,7.317,2540
2266,755339,1.3891,2020-12-03,Just Another Christmas,7.317,436
2267,228,0.9326,1930-04-01,The Blue Angel,7.3,357
2268,15774,0.8094,2004-12-17,Swades,7.316,369
2269,15157,2.3066,2008-09-16,Another Cinderella Story,7.3,2101
2270,11807,1.5444,2007-10-26,Jab We Met,7.316,310
2271,9571,5.5637,1993-09-24,Dazed and Confused,7.3,2211
2272,2841,1.621,2004-10-27,A Very Long Engagement,7.316,1298
2273,704,1.6105,1964-07-07,A Hard Day's Night,7.316,728
2274,829280,8.0559,2022-11-30,Enola Holmes 2,7.315,1749
2275,9502,12.423,2008-06-04,Kung Fu Panda,7.315,12431
2276,3109,1.8804,1952-07-21,The Quiet Man,7.315,596
2277,3131,6.9451,2002-12-14,Gangs of New York,7.314,7093
2278,400617,11.2052,2017-12-25,Phantom Thread,7.3,3730
2279,342737,5.1356,2016-12-28,20th Century Women,7.313,1218
2280,14551,1.6318,1950-07-06,Winchester '73,7.313,390
2281,10669,2.9546,1972-08-18,Deliverance,7.313,1761
2282,861,18.2203,1990-06-01,Total Recall,7.313,6317
2283,486947,8.0868,2018-02-22,The Guilty,7.312,1810
2284,14645,1.5863,1982-08-25,Santa Claus Is a Stinker,7.311,1050
2285,2977,2.228,2007-03-02,Becoming Jane,7.311,1239
2286,177,2.0688,1991-09-20,The Fisher King,7.311,1432
2287,890980,2.3831,2022-10-06,God's Crooked Lines,7.31,813
2288,11101,4.5509,1993-01-20,Stalingrad,7.31,615
2289,2798,0.6207,1967-10-11,Oscar,7.31,522
2290,621013,1.4977,2020-08-21,Chemical Hearts,7.3,1156
2291,26900,0.6051,1996-11-29,The Bandit,7.309,349
2292,3063,10.807,1933-11-12,Duck Soup,7.309,842
2293,813,10.9709,1980-06-27,Airplane!,7.309,4956
2294,396263,5.2987,2016-10-14,GANTZ:O,7.308,811
2295,259316,11.2027,2016-11-16,Fantastic Beasts and Where to Find Them,7.308,19544
2296,167073,4.2077,2015-10-20,Brooklyn,7.308,3223
2297,45612,15.533,2011-03-30,Source Code,7.308,8951
2298,10397,1.2903,1999-12-25,Angela's Ashes,7.308,344
2299,809,12.5441,2004-05-19,Shrek 2,7.308,13242
2300,396263,5.2987,2016-10-14,GANTZ:O,7.308,811
2301,43266,3.8628,1941-10-28,How Green Was My Valley,7.307,445
2302,15487,1.6192,2005-09-30,The Greatest Game Ever Played,7.307,522
2303,13920,3.5269,2003-10-24,Radio,7.307,810
2304,10911,3.0858,1961-04-27,The Guns of Navarone,7.307,848
2305,922,14.2175,1995-12-23,Dead Man,7.307,1693
2306,440596,0.7382,2017-02-10,Kiss and Cry,7.306,413
2307,82695,12.1848,2012-12-18,Les Misérables,7.3,5519
2308,10312,4.8733,1998-12-25,Patch Adams,7.3,3398
2309,802,3.627,1962-06-13,Lolita,7.306,2215
2310,672208,0.7064,2021-12-15,A Hero,7.3,370
2311,604605,2.2634,2019-09-20,Hello World,7.305,395
2312,504608,17.9658,2019-05-17,Rocketman,7.306,4922
2313,407449,9.6157,2017-09-29,Lucky,7.305,628
2314,49361,1.1096,1972-09-29,Don't Torture a Duckling,7.3,405
2315,10234,2.5296,1997-08-23,Funny Games,7.305,2026
2316,4771,3.0781,2007-09-18,Gone Baby Gone,7.305,4097
2317,429174,0.94,2017-06-01,Loveless,7.304,801
2318,420814,12.9376,2018-08-01,Christopher Robin,7.3,2869
2319,21032,5.8232,1995-12-22,Balto,7.305,2150
2320,11886,15.3692,1973-11-08,Robin Hood,7.305,4596
2321,9539,20.8794,2008-06-12,Martyrs,7.303,2963
2322,1265,7.9379,2007-02-15,Bridge to Terabithia,7.305,5141
2323,801,3.3463,1987-12-23,"Good Morning, Vietnam",7.304,2942
2324,87,11.9327,1984-05-23,Indiana Jones and the Temple of Doom,7.304,9966
2325,451048,5.1543,2021-07-28,Jungle Cruise,7.302,6074
2326,90369,1.0314,2012-09-19,Now Is Good,7.303,1101
2327,80184,3.1715,2011-09-16,The Hidden Face,7.303,1116
2328,44264,8.1789,2010-12-22,True Grit,7.303,5654
2329,4543,2.1923,1983-03-31,Monty Python's The Meaning of Life,7.303,2055
2330,1000866,7.796,2024-11-27,The Marching Band,7.303,462
2331,57212,3.5665,2011-12-25,War Horse,7.303,3617
2332,26736,1.1848,2009-08-28,Wizards of Waverly Place: The Movie,7.302,1775
2333,13635,0.8735,2008-10-22,Mesrine: Killer Instinct,7.303,990
2334,13008,2.0947,2007-07-27,An American Crime,7.3,762
2335,11647,14.876,2003-10-01,Infernal Affairs II,7.3,462
2336,13688,2.1474,2008-01-30,CJ7,7.3,774
2337,892,1.8049,1991-04-17,Delicatessen,7.301,1591
2338,634544,1.0289,2020-11-25,Uncle Frank,7.3,429
2339,442065,1.385,2020-01-23,The Last Full Measure,7.3,480
2340,338766,4.1953,2016-08-11,Hell or High Water,7.3,4774
2341,118412,8.2857,2012-06-23,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.3,453
2342,49538,0.4228,2011-06-01,X-Men: First Class,7.3,13390
2343,9837,11.5604,1998-12-16,The Prince of Egypt,7.3,4233
2344,558,6.6,2004-06-25,Spider-Man 2,7.3,16105
2345,104,8.7803,1998-08-20,Run Lola Run,7.3,2506
2346,626735,2.6797,2022-02-17,Dog,7.3,1730
2347,506528,2.7735,2019-11-01,Harriet,7.299,910
2348,356296,1.3325,2015-10-14,Suburra,7.299,1296
2349,16907,2.9809,2004-08-21,Naruto the Movie: Ninja Clash in the Land of Snow,7.299,603
2350,987,1.0462,1974-11-01,The Front Page,7.299,376
2351,457,2.3502,1955-12-22,Sissi,7.3,510
2352,614587,6.0564,2019-12-06,Lupin III: The First,7.298,310
2353,420809,8.0113,2019-10-16,Maleficent: Mistress of Evil,7.297,6408
2354,19913,7.7789,2009-07-17,(500) Days of Summer,7.298,10871
2355,10794,1.6615,1968-04-04,The Party,7.298,832
2356,583406,1.7709,2021-02-12,Judas and the Black Messiah,7.297,1666
2357,545609,16.0702,2020-04-23,Extraction,7.297,6502
2358,39108,3.8293,1995-07-15,Dragon Ball Z: Wrath of the Dragon,7.297,771
2359,13932,1.0114,2005-03-15,Jack-Jack Attack,7.297,976
2360,20620,2.3273,1966-10-05,Seconds,7.297,422
2361,13932,1.0114,2005-03-15,Jack-Jack Attack,7.297,976
2362,610120,0.776,2019-06-26,Anima,7.296,470
2363,38142,3.6904,2007-03-03,5 Centimeters per Second,7.3,2114
2364,34647,3.101,2010-05-05,Enter the Void,7.3,1945
2365,30421,3.0978,1987-07-18,A Chinese Ghost Story,7.296,329
2366,11537,1.6351,1978-03-01,Snake in the Eagle's Shadow,7.296,348
2367,1491,3.7736,2006-08-18,The Illusionist,7.296,5229
2368,615666,1.4089,2021-11-24,A Boy Called Christmas,7.295,798
2369,390497,1.2389,2016-08-10,Tunnel,7.295,642
2370,46919,3.693,1966-12-30,Daisies,7.295,417
2371,36040,7.8983,1971-07-01,Walkabout,7.295,431
2372,28055,0.9617,1964-03-14,Blood and Black Lace,7.3,464
2373,14320,1.2987,1946-12-26,Great Expectations,7.3,365
2374,10112,5.2989,1970-12-24,The Aristocats,7.295,5307
2375,1083862,8.8202,2023-06-22,Resident Evil: Death Island,7.294,1085
2376,65229,1.241,2011-04-20,Tomboy,7.294,741
2377,53565,0.9945,1928-05-15,Steamboat Willie,7.294,595
2378,199,2.8681,1996-11-22,Star Trek: First Contact,7.294,1917
2379,408220,1.6562,2017-01-24,Justice League Dark,7.293,1122
2380,259693,9.5387,2016-06-08,The Conjuring 2,7.3,9056
2381,8337,8.2897,1988-11-04,They Live,7.3,3372
2382,837335,7.5625,2023-10-12,La Chimera,7.292,547
2383,926393,12.2571,2023-08-30,The Equalizer 3,7.292,3587
2384,912598,1.5691,2022-02-14,Bubble,7.291,469
2385,493922,14.2238,2018-06-07,Hereditary,7.291,8384
2386,318121,2.5635,2016-06-16,The Fundamentals of Caring,7.291,2291
2387,16227,6.9854,1947-09-05,Dark Passage,7.291,344
2388,964980,13.9959,2023-04-05,Air,7.29,2262
2389,854239,2.3057,2022-10-14,Till,7.29,322
2390,454626,13.1996,2020-02-12,Sonic the Hedgehog,7.29,10273
2391,39356,1.2539,2010-03-25,Boy,7.29,474
2392,14554,3.7427,1955-01-13,Bad Day at Black Rock,7.29,407
2393,11426,5.0859,1953-08-28,From Here to Eternity,7.3,693
2394,986056,21.3553,2025-04-30,Thunderbolts*,7.289,3259
2395,259761,0.3072,2014-05-10,Lights Out,7.289,382
2396,17111,3.2091,2004-09-09,Shutter,7.289,1371
2397,842675,3.7873,2023-01-22,The Wandering Earth II,7.288,692
2398,438146,0.6075,2018-08-02,Birds of Passage,7.3,314
2399,14003,1.9465,2005-07-21,Fullmetal Alchemist the Movie: Conqueror of Shamballa,7.288,385
2400,1367,10.1278,1979-06-15,Rocky II,7.288,4710
2401,258230,5.6745,2016-10-07,A Monster Calls,7.3,3509
2402,53457,1.2227,2010-09-16,Sarah's Key,7.287,708
2403,535356,4.4295,2019-05-24,Elisa & Marcela,7.3,400
2404,60308,5.8518,2011-09-23,Moneyball,7.286,5626
2405,11943,2.1455,1972-09-10,Jeremiah Johnson,7.286,676
2406,255,1.1525,1968-09-04,Stolen Kisses,7.3,456
2407,399366,2.7578,2017-10-27,Marrowbone,7.285,1790
2408,2270,7.3209,2007-08-10,Stardust,7.285,4352
2409,1433,1.3541,2001-04-20,The Devil's Backbone,7.285,1331
2410,941,16.4822,1987-03-06,Lethal Weapon,7.285,4933
2411,842924,6.382,2025-06-05,The Life of Chuck,7.3,895
2412,401306,0.6016,1975-12-10,The Seventh Company Has Been Found,7.3,305
2413,298115,1.1322,2014-11-01,Dragons: Dawn of the Dragon Racers,7.3,367
2414,72478,19.7675,2011-03-04,Suicide Room,7.283,474
2415,25673,1.4326,1951-06-12,A Place in the Sun,7.283,413
2416,668461,2.2566,2022-11-18,Slumberland,7.282,916
2417,576845,4.765,2021-10-21,Last Night in Soho,7.282,3776
2418,304357,1.8036,2015-03-20,Woman in Gold,7.282,1438
2419,68734,22.6514,2012-10-11,Argo,7.282,8809
2420,1262,3.0504,2006-11-10,Stranger Than Fiction,7.282,2475
2421,576845,4.765,2021-10-21,Last Night in Soho,7.282,3776
2422,156022,27.8629,2014-09-24,The Equalizer,7.281,9777
2423,30497,5.2933,1974-10-11,The Texas Chain Saw Massacre,7.281,3721
2424,15601,1.1496,2001-03-22,Scooby-Doo and the Cyber Chase,7.3,546
2425,11963,2.5042,1975-09-24,Three Days of the Condor,7.281,1334
2426,9473,2.939,1999-06-24,"South Park: Bigger, Longer & Uncut",7.281,2888
2427,416494,1.7492,2018-02-09,Status Update,7.28,563
2428,335360,4.6194,2017-10-05,My Little Pony: The Movie,7.28,407
2429,785663,1.6414,2021-10-01,Old Henry,7.279,664
2430,453278,19.783,2018-03-28,The Rider,7.3,539
2431,47653,1.5405,1917-06-17,The Immigrant,7.278,311
2432,14698,1.1691,1959-12-22,"Suddenly, Last Summer",7.279,308
2433,13597,11.3367,1986-06-27,Labyrinth,7.3,2675
